Date,TotalDailyEnergy_GWh,maxtp,mintp,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths
13/03/2019,72.101,10.1,5.8,0,0,0,0
14/03/2019,71.696,11,8.7,0,0,0,0
15/03/2019,70.022,11,6.5,0,0,0,0
16/03/2019,61.249,11.3,2.1,0,0,0,0
17/03/2019,60.644,10,2.4,0,0,0,0
18/03/2019,61.231,9.8,6.1,0,0,0,0
19/03/2019,69.994,12.9,5.9,0,0,0,0
20/03/2019,69.132,14.8,6,0,0,0,0
21/03/2019,69.042,15.8,9.7,0,0,0,0
22/03/2019,68.001,11.1,4.5,0,0,0,0
23/03/2019,60.271,9.9,3.1,0,0,0,0
24/03/2019,60.521,11.4,2.2,0,0,0,0
25/03/2019,69.725,13,5,0,0,0,0
26/03/2019,69.319,13.7,1.9,0,0,0,0
27/03/2019,69.563,13.2,3.2,0,0,0,0
28/03/2019,70.537,17.3,2,0,0,0,0
29/03/2019,69.172,14.9,3.1,0,0,0,0
30/03/2019,59.504,12.6,6.5,0,0,0,0
31/03/2019,56.757,13,2.6,0,0,0,0
01/04/2019,68.346,11.1,3.9,0,0,0,0
02/04/2019,71.355,7.4,2.6,0,0,0,0
03/04/2019,70.929,8.9,3,0,0,0,0
04/04/2019,70.289,9.1,2.7,0,0,0,0
05/04/2019,68.931,12.6,1.3,0,0,0,0
06/04/2019,59.626,14.2,5.3,0,0,0,0
07/04/2019,59.53,14.3,1,0,0,0,0
08/04/2019,70.297,15.4,5.2,0,0,0,0
09/04/2019,72.559,11.1,4.8,0,0,0,0
10/04/2019,72.544,13.5,4.1,0,0,0,0
11/04/2019,68.854,13.4,7.3,0,0,0,0
12/04/2019,67.7,12.3,5.2,0,0,0,0
13/04/2019,52.688,10.1,6.4,0,0,0,0
14/04/2019,59.019,8.2,4.8,0,0,0,0
15/04/2019,68.996,9.2,5.7,0,0,0,0
16/04/2019,69.405,16,5.5,0,0,0,0
17/04/2019,69.059,15.4,7.3,0,0,0,0
18/04/2019,70.089,20.2,6.5,0,0,0,0
19/04/2019,67.915,21.7,9.6,0,0,0,0
20/04/2019,60.896,19.5,9.4,0,0,0,0
21/04/2019,59.753,19.1,9.1,0,0,0,0
22/04/2019,61.098,21.2,8.1,0,0,0,0
23/04/2019,68.96,19.8,11.2,0,0,0,0
24/04/2019,67.954,14.9,9,0,0,0,0
25/04/2019,67.046,15.9,7.4,0,0,0,0
26/04/2019,65.871,12.1,6.3,0,0,0,0
27/04/2019,58.532,12.1,5.5,0,0,0,0
28/04/2019,58.321,17,7.2,0,0,0,0
29/04/2019,66.803,14.9,10.5,0,0,0,0
30/04/2019,68.051,14.9,5.8,0,0,0,0
01/05/2019,67.942,13.7,4.1,0,0,0,0
02/05/2019,67.778,12.9,7.6,0,0,0,0
03/05/2019,66.74,13.7,5.3,0,0,0,0
04/05/2019,58.317,13.4,1.7,0,0,0,0
05/05/2019,58.557,15,0.8,0,0,0,0
06/05/2019,59.26,14.1,3.6,0,0,0,0
07/05/2019,67.236,14.8,7.2,0,0,0,0
08/05/2019,67.757,10.9,7,0,0,0,0
09/05/2019,67.503,13.4,4.5,0,0,0,0
10/05/2019,65.71,14.5,4.8,0,0,0,0
11/05/2019,57.837,15.3,3.7,0,0,0,0
12/05/2019,57.75,17.4,4.6,0,0,0,0
13/05/2019,66.816,18.8,9.1,0,0,0,0
14/05/2019,67.638,19,8.6,0,0,0,0
15/05/2019,67.762,18.5,9.9,0,0,0,0
16/05/2019,67.069,16.6,9.7,0,0,0,0
17/05/2019,65.563,17.9,7.7,0,0,0,0
18/05/2019,49.625,15.7,9.7,0,0,0,0
19/05/2019,56.604,15.9,6.7,0,0,0,0
20/05/2019,67.294,17.4,6.3,0,0,0,0
21/05/2019,69.302,18.9,6.2,0,0,0,0
22/05/2019,68.433,18.5,8.8,0,0,0,0
23/05/2019,66.069,16.2,11.1,0,0,0,0
24/05/2019,64.653,16.4,12.2,0,0,0,0
25/05/2019,56.761,16.1,12.8,0,0,0,0
26/05/2019,55.982,15.8,11.5,0,0,0,0
27/05/2019,65.469,14.4,9.4,0,0,0,0
28/05/2019,66.122,14.6,8.6,0,0,0,0
29/05/2019,68.127,15.5,9.6,0,0,0,0
30/05/2019,70.753,19.3,14.1,0,0,0,0
31/05/2019,67.129,18.2,10.4,0,0,0,0
01/06/2019,57.766,19.1,9.7,0,0,0,0
02/06/2019,55.465,15.7,11.1,0,0,0,0
03/06/2019,57.038,15.5,10,0,0,0,0
04/06/2019,65.838,11,9.2,0,0,0,0
05/06/2019,65.642,15.2,6.2,0,0,0,0
06/06/2019,64.627,13.5,4.8,0,0,0,0
07/06/2019,64.17,16.1,7,0,0,0,0
08/06/2019,56.537,15.2,9,0,0,0,0
09/06/2019,55.594,15.6,7.6,0,0,0,0
10/06/2019,66.064,17.1,5.2,0,0,0,0
11/06/2019,65.447,16.1,6.9,0,0,0,0
12/06/2019,66.738,15.5,9.9,0,0,0,0
13/06/2019,65.432,14.1,9.7,0,0,0,0
14/06/2019,64.541,14.9,7,0,0,0,0
15/06/2019,48.934,14.8,6.2,0,0,0,0
16/06/2019,56.389,18.8,9.3,0,0,0,0
17/06/2019,67.235,17.3,11.2,0,0,0,0
18/06/2019,67.685,18.6,8.7,0,0,0,0
19/06/2019,66.457,16.6,8,0,0,0,0
20/06/2019,66.339,15.8,9.3,0,0,0,0
21/06/2019,66.101,18.4,8.3,0,0,0,0
22/06/2019,58.442,19.7,11.2,0,0,0,0
23/06/2019,57.305,15.7,13.3,0,0,0,0
24/06/2019,70.84,21.5,13.8,0,0,0,0
25/06/2019,71.193,22.4,12.7,0,0,0,0
26/06/2019,70.644,22.7,12.3,0,0,0,0
27/06/2019,77.217,28.4,12.9,0,0,0,0
28/06/2019,72.996,21.7,14.5,0,0,0,0
29/06/2019,64.657,22,13,0,0,0,0
30/06/2019,61.502,17.1,12.9,0,0,0,0
01/07/2019,67.572,18.5,11.6,0,0,0,0
02/07/2019,66.794,17.5,12,0,0,0,0
03/07/2019,69.329,21,8.3,0,0,0,0
04/07/2019,69.532,20.8,9.2,0,0,0,0
05/07/2019,66.527,19,9.8,0,0,0,0
06/07/2019,59.453,18.3,13.9,0,0,0,0
07/07/2019,59.26,19.5,13.2,0,0,0,0
08/07/2019,69.077,20.5,14.4,0,0,0,0
09/07/2019,69.668,21.3,12.8,0,0,0,0
10/07/2019,70.632,19.8,14.3,0,0,0,0
11/07/2019,64.536,19.2,14.3,0,0,0,0
12/07/2019,68.704,18.3,13.5,0,0,0,0
13/07/2019,52.299,21.4,12.1,0,0,0,0
14/07/2019,61.531,24.1,9.9,0,0,0,0
15/07/2019,71.233,24.1,14.1,0,0,0,0
16/07/2019,71.304,22.2,14.3,0,0,0,0
17/07/2019,69.234,19,14.3,0,0,0,0
18/07/2019,67.991,19.2,13.5,0,0,0,0
19/07/2019,69.149,22.3,13.9,0,0,0,0
20/07/2019,59.788,19.7,13.1,0,0,0,0
21/07/2019,61.654,19.8,14.5,0,0,0,0
22/07/2019,74.369,23.5,18.9,0,0,0,0
23/07/2019,72.457,21.4,17.5,0,0,0,0
24/07/2019,70.768,21.8,15.9,0,0,0,0
25/07/2019,73.841,22.9,17.6,0,0,0,0
26/07/2019,70.204,19,13.5,0,0,0,0
27/07/2019,62.416,19.8,10.9,0,0,0,0
28/07/2019,60.315,17.5,12.6,0,0,0,0
29/07/2019,71.757,20.6,12.7,0,0,0,0
30/07/2019,71.145,18.6,11.9,0,0,0,0
31/07/2019,70.381,18.4,11.7,0,0,0,0
01/08/2019,72.584,21.8,10.4,0,0,0,0
02/08/2019,72.603,23.6,13,0,0,0,0
03/08/2019,64.508,19.7,14.4,0,0,0,0
04/08/2019,62.017,20.5,13.7,0,0,0,0
05/08/2019,62.114,20.1,12.9,0,0,0,0
06/08/2019,70.624,18.5,14.2,0,0,0,0
07/08/2019,69.504,20,12.5,0,0,0,0
08/08/2019,68.829,22.2,11.4,0,0,0,0
09/08/2019,73.481,20.6,15.5,0,0,0,0
10/08/2019,59.414,16.8,14.2,0,0,0,0
11/08/2019,56.631,17.1,8.9,0,0,0,0
12/08/2019,65.632,17.7,8.5,0,0,0,0
13/08/2019,66.62,17,12.3,0,0,0,0
14/08/2019,68.482,19.7,14.8,0,0,0,0
15/08/2019,68.531,19.6,13.7,0,0,0,0
16/08/2019,68.826,20.2,14.1,0,0,0,0
17/08/2019,48.83,18,12.3,0,0,0,0
18/08/2019,55.649,17.2,12.4,0,0,0,0
19/08/2019,65.127,17,11.4,0,0,0,0
20/08/2019,67.149,18,11.1,0,0,0,0
21/08/2019,66.412,15.9,12.5,0,0,0,0
22/08/2019,70.084,20.5,15.3,0,0,0,0
23/08/2019,67.724,20,13.5,0,0,0,0
24/08/2019,62.115,22.2,14.4,0,0,0,0
25/08/2019,59.545,18.6,11.2,0,0,0,0
26/08/2019,69.015,19.1,10.3,0,0,0,0
27/08/2019,70.876,17.7,13.8,0,0,0,0
28/08/2019,69.132,18.3,11.6,0,0,0,0
29/08/2019,71.073,19.2,12.6,0,0,0,0
30/08/2019,71.708,18.9,15.6,0,0,0,0
31/08/2019,61.434,16.8,10.8,0,0,0,0
01/09/2019,56.371,16.5,9.9,0,0,0,0
02/09/2019,66.017,17.6,12.9,0,0,0,0
03/09/2019,69.294,18.6,12.5,0,0,0,0
04/09/2019,66.9,16.6,9.5,0,0,0,0
05/09/2019,66.648,17,9.1,0,0,0,0
06/09/2019,66.827,17.3,12.1,0,0,0,0
07/09/2019,57.946,17.7,9,0,0,0,0
08/09/2019,57.551,17.8,9,0,0,0,0
09/09/2019,65.581,16.4,7.7,0,0,0,0
10/09/2019,67.004,17.4,7.1,0,0,0,0
11/09/2019,68.325,17.2,12.8,0,0,0,0
12/09/2019,69.092,17.2,8.3,0,0,0,0
13/09/2019,66.464,18.2,6.1,0,0,0,0
14/09/2019,51.058,19.2,8.4,0,0,0,0
15/09/2019,58.356,17.9,14.4,0,0,0,0
16/09/2019,67.389,16.1,9.2,0,0,0,0
17/09/2019,67.274,18,6.3,0,0,0,0
18/09/2019,68.683,20.2,8.7,0,0,0,0
19/09/2019,68.652,21.5,9.9,0,0,0,0
20/09/2019,67.307,20.2,10.2,0,0,0,0
21/09/2019,59.56,18.8,13.1,0,0,0,0
22/09/2019,57.535,17.1,11,0,0,0,0
23/09/2019,67.441,19,10,0,0,0,0
24/09/2019,67.787,18.9,13,0,0,0,0
25/09/2019,66.362,16.9,13.2,0,0,0,0
26/09/2019,64.267,15.8,11.7,0,0,0,0
27/09/2019,64.603,15.9,11.6,0,0,0,0
28/09/2019,56.959,14.8,10.7,0,0,0,0
29/09/2019,57.535,16.7,8.2,0,0,0,0
30/09/2019,66.579,14,8,0,0,0,0
01/10/2019,66.691,14.6,5.1,0,0,0,0
02/10/2019,66.524,12.9,3.3,0,0,0,0
03/10/2019,67.482,16.6,8.7,0,0,0,0
04/10/2019,66.632,15.3,12.1,0,0,0,0
05/10/2019,58.278,16.2,11.4,0,0,0,0
06/10/2019,57.045,14.9,8,0,0,0,0
07/10/2019,70.203,16.7,11.9,0,0,0,0
08/10/2019,66.183,14,9.6,0,0,0,0
09/10/2019,66.318,13.3,8.9,0,0,0,0
10/10/2019,67.935,16,10.7,0,0,0,0
11/10/2019,66.366,14.6,8.8,0,0,0,0
12/10/2019,51.326,15.1,7.7,0,0,0,0
13/10/2019,57.744,14.3,7.2,0,0,0,0
14/10/2019,67.1,13.3,7.6,0,0,0,0
15/10/2019,67.34,13.9,7.6,0,0,0,0
16/10/2019,65.493,14.4,7.7,0,0,0,0
17/10/2019,67.496,13.2,8.5,0,0,0,0
18/10/2019,66.74,11.4,7.1,0,0,0,0
19/10/2019,59.37,13.5,5.5,0,0,0,0
20/10/2019,59.022,12,4.5,0,0,0,0
21/10/2019,67.594,12,1.3,0,0,0,0
22/10/2019,69.324,12,6.2,0,0,0,0
23/10/2019,69.671,12.6,9.8,0,0,0,0
24/10/2019,68.931,13,2.7,0,0,0,0
25/10/2019,68.644,7.6,2.7,0,0,0,0
26/10/2019,61.813,9.9,2.7,0,0,0,0
27/10/2019,59.576,11.6,1,0,0,0,0
28/10/2019,62.955,10.1,1.8,0,0,0,0
29/10/2019,72.415,10.8,2.1,0,0,0,0
30/10/2019,72.366,10.5,7.9,0,0,0,0
31/10/2019,68.957,13.1,8.8,0,0,0,0
01/11/2019,67.868,13.6,9.1,0,0,0,0
02/11/2019,39.606,11.6,7.2,0,0,0,0
03/11/2019,60.219,11.6,6.5,0,0,0,0
04/11/2019,69.152,10.7,2.6,0,0,0,0
05/11/2019,71.041,11.7,5.5,0,0,0,0
06/11/2019,66.897,9.4,4.3,0,0,0,0
07/11/2019,72.865,8.6,4.3,0,0,0,0
08/11/2019,71.786,8.9,1.1,0,0,0,0
09/11/2019,62.12,10,3.7,0,0,0,0
10/11/2019,60.423,8.7,0.8,0,0,0,0
11/11/2019,71.869,9,4.3,0,0,0,0
12/11/2019,72.881,9.2,3.5,0,0,0,0
13/11/2019,72.745,6.1,2,0,0,0,0
14/11/2019,75.209,7.5,2.2,0,0,0,0
15/11/2019,72.351,7.8,0.5,0,0,0,0
16/11/2019,54.72,4.9,-0.3,0,0,0,0
17/11/2019,64.607,8.5,0.5,0,0,0,0
18/11/2019,70.569,8.7,-2,0,0,0,0
19/11/2019,70.678,10.6,6.4,0,0,0,0
20/11/2019,70.423,9,6.2,0,0,0,0
21/11/2019,71.201,8.4,5.9,0,0,0,0
22/11/2019,68.742,8.8,3.2,0,0,0,0
23/11/2019,61.96,8.8,2.7,0,0,0,0
24/11/2019,63.942,9.5,2.2,0,0,0,0
25/11/2019,73.128,11.3,7,0,0,0,0
26/11/2019,73.031,11.6,7.9,0,0,0,0
27/11/2019,73.145,9.8,6.4,0,0,0,0
28/11/2019,73.39,9.4,6.1,0,0,0,0
29/11/2019,72.745,8.6,4.8,0,0,0,0
30/11/2019,64.432,9.4,4.9,0,0,0,0
01/12/2019,64.25,6.3,-0.6,0,0,0,0
02/12/2019,73.789,4.2,-1.8,0,0,0,0
03/12/2019,72.799,9.1,0.1,0,0,0,0
04/12/2019,71.328,10.1,5,0,0,0,0
05/12/2019,71.433,12,5.9,0,0,0,0
06/12/2019,70.005,11.4,7.1,0,0,0,0
07/12/2019,61.238,12.8,7.3,0,0,0,0
08/12/2019,61.079,10.1,5.3,0,0,0,0
09/12/2019,70.165,10.3,5.4,0,0,0,0
10/12/2019,72.544,13.5,4.7,0,0,0,0
11/12/2019,72.056,6.1,3.6,0,0,0,0
12/12/2019,72.214,9.2,4.5,0,0,0,0
13/12/2019,70.675,7.5,4.7,0,0,0,0
14/12/2019,53.026,6.9,2,0,0,0,0
15/12/2019,60.613,5.8,1.2,0,0,0,0
16/12/2019,71.059,6.6,0.8,0,0,0,0
17/12/2019,73.267,5.1,1.3,0,0,0,0
18/12/2019,73.017,12.2,2.9,0,0,0,0
19/12/2019,72.366,9.4,6.4,0,0,0,0
20/12/2019,70.312,6.8,1.8,0,0,0,0
21/12/2019,62.23,5.4,2,0,0,0,0
22/12/2019,61.085,9.4,3.1,0,0,0,0
23/12/2019,69.709,8.3,5.6,0,0,0,0
24/12/2019,66.107,8.8,3.8,0,0,0,0
25/12/2019,60.438,9.1,-0.3,0,0,0,0
26/12/2019,62.234,11.5,7.6,0,0,0,0
27/12/2019,66.828,12.7,10.3,0,0,0,0
28/12/2019,61.575,11.5,10.2,0,0,0,0
29/12/2019,61.419,12.4,8.5,0,0,0,0
30/12/2019,68.052,10.2,7.4,0,0,0,0
31/12/2019,67.9,8.6,2.7,0,0,0,0
