Date,TotalDailyEnergy_GWh,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths
20/07/2019,59.788,0,0,0,0
21/07/2019,61.654,0,0,0,0
22/07/2019,74.369,0,0,0,0
23/07/2019,72.457,0,0,0,0
24/07/2019,70.768,0,0,0,0
25/07/2019,73.841,0,0,0,0
26/07/2019,70.204,0,0,0,0
27/07/2019,62.416,0,0,0,0
28/07/2019,60.315,0,0,0,0
29/07/2019,71.757,0,0,0,0
30/07/2019,71.145,0,0,0,0
31/07/2019,70.381,0,0,0,0
01/08/2019,72.584,0,0,0,0
02/08/2019,72.603,0,0,0,0
03/08/2019,64.508,0,0,0,0
04/08/2019,62.017,0,0,0,0
05/08/2019,62.114,0,0,0,0
06/08/2019,70.624,0,0,0,0
07/08/2019,69.504,0,0,0,0
08/08/2019,68.829,0,0,0,0
09/08/2019,73.481,0,0,0,0
10/08/2019,59.414,0,0,0,0
11/08/2019,56.631,0,0,0,0
12/08/2019,65.632,0,0,0,0
13/08/2019,66.62,0,0,0,0
14/08/2019,68.482,0,0,0,0
15/08/2019,68.531,0,0,0,0
16/08/2019,68.826,0,0,0,0
17/08/2019,48.83,0,0,0,0
18/08/2019,55.649,0,0,0,0
19/08/2019,65.127,0,0,0,0
20/08/2019,67.149,0,0,0,0
21/08/2019,66.412,0,0,0,0
22/08/2019,70.084,0,0,0,0
23/08/2019,67.724,0,0,0,0
24/08/2019,62.115,0,0,0,0
25/08/2019,59.545,0,0,0,0
26/08/2019,69.015,0,0,0,0
27/08/2019,70.876,0,0,0,0
28/08/2019,69.132,0,0,0,0
29/08/2019,71.073,0,0,0,0
30/08/2019,71.708,0,0,0,0
31/08/2019,61.434,0,0,0,0
01/09/2019,56.371,0,0,0,0
02/09/2019,66.017,0,0,0,0
03/09/2019,69.294,0,0,0,0
04/09/2019,66.9,0,0,0,0
05/09/2019,66.648,0,0,0,0
06/09/2019,66.827,0,0,0,0
07/09/2019,57.946,0,0,0,0
08/09/2019,57.551,0,0,0,0
09/09/2019,65.581,0,0,0,0
10/09/2019,67.004,0,0,0,0
11/09/2019,68.325,0,0,0,0
12/09/2019,69.092,0,0,0,0
13/09/2019,66.464,0,0,0,0
14/09/2019,51.058,0,0,0,0
15/09/2019,58.356,0,0,0,0
16/09/2019,67.389,0,0,0,0
17/09/2019,67.274,0,0,0,0
18/09/2019,68.683,0,0,0,0
19/09/2019,68.652,0,0,0,0
20/09/2019,67.307,0,0,0,0
21/09/2019,59.56,0,0,0,0
22/09/2019,57.535,0,0,0,0
23/09/2019,67.441,0,0,0,0
24/09/2019,67.787,0,0,0,0
25/09/2019,66.362,0,0,0,0
26/09/2019,64.267,0,0,0,0
27/09/2019,64.603,0,0,0,0
28/09/2019,56.959,0,0,0,0
29/09/2019,57.535,0,0,0,0
30/09/2019,66.579,0,0,0,0
01/10/2019,66.691,0,0,0,0
02/10/2019,66.524,0,0,0,0
03/10/2019,67.482,0,0,0,0
04/10/2019,66.632,0,0,0,0
05/10/2019,58.278,0,0,0,0
06/10/2019,57.045,0,0,0,0
07/10/2019,70.203,0,0,0,0
08/10/2019,66.183,0,0,0,0
09/10/2019,66.318,0,0,0,0
10/10/2019,67.935,0,0,0,0
11/10/2019,66.366,0,0,0,0
12/10/2019,51.326,0,0,0,0
13/10/2019,57.744,0,0,0,0
14/10/2019,67.1,0,0,0,0
15/10/2019,67.34,0,0,0,0
16/10/2019,65.493,0,0,0,0
17/10/2019,67.496,0,0,0,0
18/10/2019,66.74,0,0,0,0
19/10/2019,59.37,0,0,0,0
20/10/2019,59.022,0,0,0,0
21/10/2019,67.594,0,0,0,0
22/10/2019,69.324,0,0,0,0
23/10/2019,69.671,0,0,0,0
24/10/2019,68.931,0,0,0,0
25/10/2019,68.644,0,0,0,0
26/10/2019,61.813,0,0,0,0
27/10/2019,59.576,0,0,0,0
28/10/2019,62.955,0,0,0,0
29/10/2019,72.415,0,0,0,0
30/10/2019,72.366,0,0,0,0
31/10/2019,68.957,0,0,0,0
01/11/2019,67.868,0,0,0,0
02/11/2019,39.606,0,0,0,0
03/11/2019,60.219,0,0,0,0
04/11/2019,69.152,0,0,0,0
05/11/2019,71.041,0,0,0,0
06/11/2019,66.897,0,0,0,0
07/11/2019,72.865,0,0,0,0
08/11/2019,71.786,0,0,0,0
09/11/2019,62.12,0,0,0,0
10/11/2019,60.423,0,0,0,0
11/11/2019,71.869,0,0,0,0
12/11/2019,72.881,0,0,0,0
13/11/2019,72.745,0,0,0,0
14/11/2019,75.209,0,0,0,0
15/11/2019,72.351,0,0,0,0
16/11/2019,54.72,0,0,0,0
17/11/2019,64.607,0,0,0,0
18/11/2019,70.569,0,0,0,0
19/11/2019,70.678,0,0,0,0
20/11/2019,70.423,0,0,0,0
21/11/2019,71.201,0,0,0,0
22/11/2019,68.742,0,0,0,0
23/11/2019,61.96,0,0,0,0
24/11/2019,63.942,0,0,0,0
25/11/2019,73.128,0,0,0,0
26/11/2019,73.031,0,0,0,0
27/11/2019,73.145,0,0,0,0
28/11/2019,73.39,0,0,0,0
29/11/2019,72.745,0,0,0,0
30/11/2019,64.432,0,0,0,0
01/12/2019,64.25,0,0,0,0
02/12/2019,73.789,0,0,0,0
03/12/2019,72.799,0,0,0,0
04/12/2019,71.328,0,0,0,0
05/12/2019,71.433,0,0,0,0
06/12/2019,70.005,0,0,0,0
07/12/2019,61.238,0,0,0,0
08/12/2019,61.079,0,0,0,0
09/12/2019,70.165,0,0,0,0
10/12/2019,72.544,0,0,0,0
11/12/2019,72.056,0,0,0,0
12/12/2019,72.214,0,0,0,0
13/12/2019,70.675,0,0,0,0
14/12/2019,53.026,0,0,0,0
15/12/2019,60.613,0,0,0,0
16/12/2019,71.059,0,0,0,0
17/12/2019,73.267,0,0,0,0
18/12/2019,73.017,0,0,0,0
19/12/2019,72.366,0,0,0,0
20/12/2019,70.312,0,0,0,0
21/12/2019,62.23,0,0,0,0
22/12/2019,61.085,0,0,0,0
23/12/2019,69.709,0,0,0,0
24/12/2019,66.107,0,0,0,0
25/12/2019,60.438,0,0,0,0
26/12/2019,62.234,0,0,0,0
27/12/2019,66.828,0,0,0,0
28/12/2019,61.575,0,0,0,0
29/12/2019,61.419,0,0,0,0
30/12/2019,68.052,0,0,0,0
31/12/2019,67.9,0,0,0,0
01/01/2020,61.625,0,0,0,0
02/01/2020,69.005,0,0,0,0
03/01/2020,69.466,0,0,0,0
04/01/2020,61.551,0,0,0,0
05/01/2020,60.566,0,0,0,0
06/01/2020,70.731,0,0,0,0
07/01/2020,71.849,0,0,0,0
08/01/2020,70.834,0,0,0,0
09/01/2020,72.527,0,0,0,0
10/01/2020,70.558,0,0,0,0
11/01/2020,61.72,0,0,0,0
12/01/2020,61.445,0,0,0,0
13/01/2020,71.374,0,0,0,0
14/01/2020,72.493,0,0,0,0
15/01/2020,71.646,0,0,0,0
16/01/2020,71.547,0,0,0,0
17/01/2020,70.927,0,0,0,0
18/01/2020,55.42,0,0,0,0
19/01/2020,62.321,0,0,0,0
20/01/2020,72.579,0,0,0,0
21/01/2020,72.693,0,0,0,0
22/01/2020,71.923,0,0,0,0
23/01/2020,72.723,0,0,0,0
24/01/2020,72.011,0,0,0,0
25/01/2020,63.435,0,0,0,0
26/01/2020,65.454,0,0,0,0
27/01/2020,73.02,0,0,0,0
28/01/2020,74.661,0,0,0,0
29/01/2020,73.72,0,0,0,0
30/01/2020,71.699,0,0,0,0
31/01/2020,70.783,0,0,0,0
01/02/2020,62.964,0,0,0,0
02/02/2020,61.968,0,0,0,0
03/02/2020,71.616,0,0,0,0
04/02/2020,73.03,0,0,0,0
05/02/2020,73.205,0,0,0,0
06/02/2020,73.054,0,0,0,0
07/02/2020,72.68,0,0,0,0
08/02/2020,62.976,0,0,0,0
09/02/2020,61.587,0,0,0,0
10/02/2020,77.369,0,0,0,0
11/02/2020,78.595,0,0,0,0
12/02/2020,74.568,0,0,0,0
13/02/2020,74.878,0,0,0,0
14/02/2020,71.603,0,0,0,0
15/02/2020,57.092,0,0,0,0
16/02/2020,65.057,0,0,0,0
17/02/2020,76.025,0,0,0,0
18/02/2020,74.533,0,0,0,0
19/02/2020,72.169,0,0,0,0
20/02/2020,72.876,0,0,0,0
21/02/2020,72.272,0,0,0,0
22/02/2020,62.218,0,0,0,0
23/02/2020,61.411,0,0,0,0
24/02/2020,71.048,0,0,0,0
25/02/2020,73.607,0,0,0,0
26/02/2020,73.104,0,0,0,0
27/02/2020,72.723,0,0,0,0
28/02/2020,71.547,0,0,0,0
29/02/2020,62.127,1,1,0,0
01/03/2020,61.844,0,0,0,0
02/03/2020,72.37,0,0,0,0
03/03/2020,72.576,1,2,0,0
04/03/2020,71.718,4,6,0,0
05/03/2020,71.608,7,13,0,0
06/03/2020,69.75,5,18,0,0
07/03/2020,60.966,1,19,0,0
08/03/2020,60.251,2,21,0,0
09/03/2020,70.954,3,24,0,0
10/03/2020,71.127,10,34,0,0
11/03/2020,70.236,9,43,1,1
12/03/2020,70.697,27,70,0,1
13/03/2020,68.575,20,90,0,1
14/03/2020,52.384,39,129,1,2
15/03/2020,60.197,40,169,0,2
16/03/2020,68.735,54,223,0,2
17/03/2020,62.043,69,292,0,2
18/03/2020,68.354,74,366,0,2
19/03/2020,69.002,191,557,1,3
20/03/2020,68.452,126,683,0,3
21/03/2020,61.449,102,785,0,3
22/03/2020,59.24,121,906,1,4
23/03/2020,67.627,219,1125,2,6
24/03/2020,68.258,204,1329,1,7
25/03/2020,67.132,235,1564,2,9
26/03/2020,67.207,255,1819,10,19
27/03/2020,66.549,302,2121,3,22
28/03/2020,58.779,294,2415,14,36
29/03/2020,56.768,200,2615,10,46
30/03/2020,67.534,295,2910,8,54
31/03/2020,67.232,325,3235,17,71
01/04/2020,67.124,212,3447,14,85
02/04/2020,67.749,402,3849,13,98
03/04/2020,67.187,424,4273,22,120
04/04/2020,60.724,331,4604,17,137
05/04/2020,60.162,390,4994,21,158
06/04/2020,67.241,370,5364,16,174
07/04/2020,66.988,345,5709,36,210
08/04/2020,67.766,365,6074,25,235
09/04/2020,67.83,500,6574,28,263
10/04/2020,66.382,480,7054,25,287
11/04/2020,60.014,553,8928,33,320
12/04/2020,59.039,430,9655,14,334
13/04/2020,61.809,527,10647,31,365
14/04/2020,66.561,548,11479,41,406
15/04/2020,68.932,657,12547,38,444
16/04/2020,68.32,629,13271,43,486
17/04/2020,67.095,597,13980,44,530
18/04/2020,53.629,630,14758,41,571
19/04/2020,63.292,445,15251,39,610
20/04/2020,68.099,401,15652,77,687
21/04/2020,67.713,388,16040,44,730
22/04/2020,68.374,631,16671,49,769
23/04/2020,69.148,936,17607,28,794
24/04/2020,69.213,577,18184,37,1014
25/04/2020,62.733,377,18561,42,1063
26/04/2020,60.947,701,19262,26,1087
27/04/2020,67.491,386,19648,18,1102
28/04/2020,67.694,229,19877,59,1159
29/04/2020,68.609,376,20253,31,1190
30/04/2020,68.584,359,20612,43,1232
01/05/2020,67.242,221,20833,34,1265
02/05/2020,61.341,343,21176,25,1286
03/05/2020,61.808,330,21506,19,1303
04/05/2020,62.551,266,21772,16,1319
05/05/2020,70.733,211,21983,23,1339
06/05/2020,69.151,265,22248,37,1375
07/05/2020,69.155,137,22385,29,1403
08/05/2020,69.385,156,22541,27,1429
09/05/2020,63.653,219,22760,18,1446
10/05/2020,61.279,236,22996,12,1458
11/05/2020,67.732,139,23135,15,1467
12/05/2020,61.97,107,23242,24,1488
13/05/2020,68.189,159,23401,10,1497
14/05/2020,68.406,426,23827,10,1506
15/05/2020,67.731,129,23956,16,1518
16/05/2020,60.838,92,24048,15,1533
17/05/2020,61.265,64,24112,10,1543
18/05/2020,68.995,88,24200,4,1547
19/05/2020,72.478,51,24251,16,1561
20/05/2020,70.42,64,24315,11,1571
21/05/2020,68.833,76,24391,12,1583
22/05/2020,67.533,115,24506,11,1592
23/05/2020,54.136,76,24582,13,1604
24/05/2020,62.518,57,24639,4,1608
25/05/2020,69.362,59,24698,0,1606
26/05/2020,72.157,37,24735,9,1615
27/05/2020,74.177,73,24803,17,1631
28/05/2020,74.723,46,24841,9,1639
29/05/2020,72.694,39,24876,6,1645
30/05/2020,67.948,59,24929,9,1651
31/05/2020,67.801,66,24990,2,1652
01/06/2020,69.307,77,25062,1,1650
02/06/2020,73.288,10,25066,8,1658
03/06/2020,70.3,47,25111,3,1659
04/06/2020,69.208,38,25142,5,1664
05/06/2020,67.782,28,25163,7,1670
06/06/2020,59.85,24,25183,9,1678
07/06/2020,60.734,25,25201,1,1679
08/06/2020,68.934,9,25207,4,1683
09/06/2020,70.565,9,25215,9,1691
10/06/2020,70.088,19,25231,5,1695
11/06/2020,70.437,8,25238,8,1703
12/06/2020,69.985,13,25250,3,1705
13/06/2020,63.46,46,25295,5,1705
14/06/2020,63.904,8,25303,1,1706
15/06/2020,72.478,18,25321,0,1706
16/06/2020,71.173,14,25334,3,1709
17/06/2020,70.162,8,25341,3,1710
18/06/2020,70.779,16,25355,4,1714
19/06/2020,67.866,13,25368,2,1714
20/06/2020,53.306,22,25374,2,1715
21/06/2020,61.444,6,25379,0,1715
22/06/2020,71.297,4,25383,2,1717
23/06/2020,72.108,10,25391,3,1720
24/06/2020,72.927,5,25396,6,1726
25/06/2020,74.167,11,25405,1,1727
26/06/2020,70.269,11,25414,3,1730
27/06/2020,61.543,23,25437,6,1734
28/06/2020,60.68,1,25438,1,1735
29/06/2020,69.559,24,25462,0,1735
30/06/2020,70.667,11,25473,1,1736
01/07/2020,70.049,6,25477,3,1738
02/07/2020,70.639,15,25489,5,1738
03/07/2020,71.384,9,25498,2,1740
04/07/2020,64.132,11,25509,1,1741
05/07/2020,61.394,18,25527,0,1741
06/07/2020,70.936,4,25531,0,1741
07/07/2020,72.279,24,25538,1,1742
08/07/2020,71.796,11,25542,0,1738
09/07/2020,71.524,23,25565,6,1743
10/07/2020,70.136,25,25589,1,1744
11/07/2020,64.838,23,25611,2,1746
12/07/2020,63.44,17,25628,0,1746
13/07/2020,72.363,11,25638,0,1746
14/07/2020,72.228,32,25670,0,1746
15/07/2020,72.73,14,25683,2,1748
16/07/2020,75.669,21,25698,1,1749
17/07/2020,74.434,34,25730,3,1752
18/07/2020,64.62,21,25750,2,1753
19/07/2020,64.125,10,25760,0,1753
20/07/2020,71.994,6,25766,0,1753
21/07/2020,73.57,36,25802,0,1753
22/07/2020,74.431,17,25819,1,1754
23/07/2020,73.079,7,25826,9,1763
24/07/2020,72.463,20,25845,0,1763
25/07/2020,54.966,24,25869,1,1764
26/07/2020,62.227,12,25881,0,1764
27/07/2020,71.314,11,25892,0,1764
28/07/2020,71.489,40,25929,0,1764
29/07/2020,71.851,14,25942,0,1764
30/07/2020,73.02,85,26027,1,1763
31/07/2020,74.319,38,26065,0,1763
01/08/2020,63.461,45,26109,0,1763
02/08/2020,62.296,53,26162,0,1763
03/08/2020,63.404,46,26208,0,1763
04/08/2020,75.345,45,26253,0,1763
05/08/2020,75.558,50,26303,0,1763
06/08/2020,76.095,69,26372,5,1768
07/08/2020,75.747,98,26470,4,1772
08/08/2020,67.477,174,26644,1,1772
09/08/2020,70.097,68,26712,0,1772
10/08/2020,75.188,57,26768,0,1772
11/08/2020,78.198,35,26801,1,1773
12/08/2020,76.987,40,26838,1,1774
13/08/2020,79.014,92,26929,0,1774
14/08/2020,81.841,67,26995,0,1774
15/08/2020,73.851,200,27191,0,1774
16/08/2020,68.189,66,27257,0,1774
17/08/2020,74.174,56,27313,0,1774
18/08/2020,77.039,190,27499,1,1775
19/08/2020,75.439,54,27547,2,1775
20/08/2020,73.08,136,27676,1,1776
21/08/2020,72.134,79,27755,0,1776
22/08/2020,54.907,156,27908,2,1777
23/08/2020,62.837,61,27969,0,1777
24/08/2020,72.94,147,28116,0,1777
25/08/2020,73.218,92,28201,0,1777
26/08/2020,73.859,164,28363,0,1777
27/08/2020,74.466,93,28453,0,1777
28/08/2020,71.18,127,28578,0,1777
29/08/2020,61.754,142,28720,0,1777
30/08/2020,61.385,42,28760,0,1777
31/08/2020,70.498,53,28811,0,1777
01/09/2020,73.195,217,29025,0,1777
02/09/2020,78.441,89,29114,1,1777
03/09/2020,72.769,95,29206,0,1777
04/09/2020,70.431,98,29303,0,1777
05/09/2020,62.062,231,29534,0,1777
06/09/2020,62.851,138,29672,0,1777
07/09/2020,72.16,102,29774,0,1777
08/09/2020,77.23,307,30080,1,1778
09/09/2020,70.977,84,30164,3,1781
10/09/2020,70.873,196,30360,0,1781
11/09/2020,70.9,211,30571,1,1781
12/09/2020,62.508,159,30730,2,1783
13/09/2020,64.824,255,30985,1,1784
14/09/2020,73.771,208,31192,0,1784
15/09/2020,70.897,357,31549,3,1787
16/09/2020,77.122,254,31799,3,1788
17/09/2020,77.26,240,32023,1,1789
18/09/2020,71.922,253,32271,3,1792
19/09/2020,54.3,274,32538,0,1792
20/09/2020,62.349,396,32933,0,1792
21/09/2020,70.872,188,33121,0,1792
22/09/2020,72.356,334,33444,0,1792
23/09/2020,70.91,234,33675,2,1794
24/09/2020,71.63,324,33994,3,1797
25/09/2020,69.776,326,34315,0,1797
26/09/2020,65.455,248,34560,5,1802
27/09/2020,63.628,430,34990,0,1802
28/09/2020,72.255,390,35377,0,1802
29/09/2020,72.558,363,35740,1,1803
30/09/2020,75.206,429,36155,1,1804
01/10/2020,73.678,442,36597,4,1806
,,470,37063,1,1801
,,613,37668,10,1810
,,364,38032,0,1810
,,518,38549,0,1810
,,432,38973,1,1811
,,611,39584,5,1816
,,506,40086,1,1817
,,617,40703,5,1821
,,1012,41714,3,1824
,,814,42528,2,1826
,,825,43351,1,1827
,,811,44159,3,1830
,,1095,45243,5,1835
,,1205,46429,3,1838
,,1000,47427,3,1841
,,1276,48678,8,1849
,,1283,49962,3,1852
,,1031,50993,0,1852
,,1269,52256,13,1865
,,1167,53422,3,1868
,,1066,54476,3,1871
,,777,55261,7,1878
,,859,56108,4,1882
,,1025,57128,0,1882
,,939,58067,3,1885
,,720,58767,5,1890
,,675,59434,6,1896
,,866,60297,6,1902
,,772,61059,6,1908
,,416,61456,5,1913
,,552,62002,2,1915
,,767,62750,2,1917
,,322,63048,5,1922
,,444,63483,8,1930
,,591,64046,3,1933
,,499,64538,8,1940
,,335,64855,5,1945
,,542,65394,2,1947
,,270,65659,1,1948
,,270,65889,16,1963
,,362,66247,2,1965
,,395,66632,1,1965
,,482,67099,7,1972
,,456,67526,6,1978
,,378,67903,1,1979
,,456,68356,5,1984
,,366,68686,11,1995
,,379,69058,12,2006
,,429,69473,4,2010
,,330,69802,8,2018
,,344,70143,4,2022
,,318,70461,1,2023
,,252,70711,0,2022
,,226,70930,6,2028
,,269,71187,6,2033
,,335,71494,3,2036
,,206,71699,7,2043
,,243,71942,7,2050
,,299,72241,2,2052
,,306,72544,1,2053
